Core0_Power(W), Core1_Power(W), Core2_Power(W), Core3_Power(W), Core4_Power(W), Core5_Power(W), Core6_Power(W), Core7_Power(W), Core8_Power(W), Core9_Power(W), Core10_Power(W), Core11_Power(W), Core12_Power(W), Core13_Power(W), Core14_Power(W), Core15_Power(W), Core_power_sum(W), CPU_power(W), CPU_usage(%), Time(s)
5.1956, 4.56932, 4.83775, 5.48083, 5.08417, 4.83034, 5.31715, 5.78815, 5.05469, 5.73679, 5.84003, 5.27109, 5.54517, 5.48865, 4.84196, 5.48169, 84.3634, 122.763, 41.000000, 232.235330
4.50987, 4.03978, 4.67732, 4.50456, 4.46413, 5.63815, 5.07205, 4.69255, 5.37708, 4.64017, 3.7, 4.99718, 5.47244, 4.92728, 4.70822, 4.49054, 75.9113, 113.872, 36.000000, 233.236241
5.2317, 5.10541, 5.10179, 5.27182, 6.21199, 4.29549, 4.26244, 5.16174, 4.42383, 5.0311, 5.28394, 4.39609, 4.19461, 4.9502, 4.21776, 5.46109, 78.601, 116.066, 37.000000, 234.237171
3.87968, 4.17091, 4.1861, 4.27837, 7.57788, 5.12816, 4.58424, 5.3968, 4.71265, 4.75529, 4.01779, 4.15289, 4.28239, 5.13324, 5.01903, 4.74597, 76.0214, 113.342, 35.000000, 235.238150
5.68245, 4.93077, 4.91342, 4.64696, 5.14795, 5.23985, 4.86565, 5.4252, 5.14723, 4.6095, 5.80492, 4.63634, 5.22569, 4.91669, 5.66956, 6.80429, 83.6665, 121.652, 40.000000, 236.239098
6.08464, 5.41013, 5.9353, 7.56625, 6.34479, 5.29068, 5.90332, 5.821, 6.3721, 5.79053, 5.71445, 5.96185, 5.79308, 6.10439, 5.88646, 5.78476, 95.7637, 133.873, 48.000000, 237.240030
5.9063, 6.30464, 5.58339, 6.54413, 6.07886, 5.61758, 5.47397, 4.97031, 6.38359, 5.71019, 5.82991, 6.00412, 5.6787, 6.10674, 5.44926, 5.38136, 93.023, 131.941, 48.000000, 238.241294
5.57324, 6.43272, 5.96204, 5.57031, 6.34627, 5.28903, 5.29544, 5.73692, 5.29915, 5.07791, 5.47905, 5.41135, 6.17236, 5.28264, 5.23477, 5.78014, 89.9433, 128.682, 47.000000, 239.242466
5.3866, 4.86829, 4.65085, 5.0831, 5.17061, 5.39253, 5.35991, 5.64685, 5.35086, 5.7231, 5.60635, 5.20877, 5.8532, 5.37813, 6.22073, 5.94681, 86.8467, 125.297, 45.000000, 240.243440
5.36674, 5.72604, 6.17854, 5.93719, 5.57281, 5.79019, 6.10233, 6.24817, 5.84875, 5.67261, 5.34476, 5.52518, 6.76025, 6.43527, 6.34877, 6.1151, 94.9727, 133.495, 48.000000, 241.244347
5.47964, 4.9427, 4.90262, 5.25375, 5.20419, 6.03746, 5.28818, 5.06972, 5.32042, 5.45549, 5.29005, 5.16629, 5.56477, 5.25719, 5.14651, 4.66602, 84.045, 122.5, 41.000000, 242.245327
4.32256, 4.85229, 4.64355, 5.58476, 5.86377, 4.70535, 4.77892, 4.66837, 4.99695, 5.17706, 4.94507, 5.31769, 5.7197, 5.18764, 5.52373, 5.14359, 81.431, 119.509, 40.000000, 243.246247
