Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
07:06:51.013046, 3, 0, 0, 99/11016, 24.442/250.0, 48, 300
07:06:52.017587, 0, 69, 18, 8377/11019, 123.555/250.0, 65, 1845
07:06:52.020342, 1, 0, 0, 1/11019, 19.077/250.0, 39, 300
07:06:52.023333, 2, 0, 0, 1/11019, 3.376/250.0, 40, 300
07:06:52.026224, 3, 0, 0, 99/11016, 24.386/250.0, 48, 300
07:06:53.029932, 0, 70, 18, 8377/11019, 123.421/250.0, 65, 1845
07:06:53.033754, 1, 0, 0, 1/11019, 18.597/250.0, 39, 300
07:06:53.036879, 2, 0, 0, 1/11019, 2.234/250.0, 40, 300
07:06:53.039554, 3, 0, 0, 99/11016, 24.311/250.0, 48, 300
07:06:54.092281, 0, 71, 18, 8377/11019, 93.116/250.0, 64, 1860
07:06:54.096913, 1, 0, 0, 1/11019, 18.657/250.0, 39, 300
07:06:54.100067, 2, 0, 0, 1/11019, 2.553/250.0, 40, 300
