Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
13:28:11.043102, 1, 63, 12, 8377/11019, 103.366/250.0, 53, 1875
13:28:11.048282, 2, 63, 13, 8377/11019, 112.84400000000001/250.0, 60, 1845
13:28:11.050970, 3, 0, 0, 98/11016, 23.434/250.0, 46, 300
13:28:12.054791, 0, 64, 8, 8377/11019, 87.19500000000001/250.0, 52, 1875
13:28:12.057794, 1, 63, 12, 8377/11019, 125.327/250.0, 54, 1875
13:28:12.060231, 2, 31, 6, 8377/11019, 86.46600000000001/250.0, 59, 1845
13:28:12.063126, 3, 0, 0, 98/11016, 23.821/250.0, 46, 300
13:28:13.067536, 0, 33, 4, 8377/11019, 117.57000000000001/250.0, 53, 1875
13:28:13.070486, 1, 60, 14, 8377/11019, 101.35600000000001/250.0, 54, 1875
13:28:13.073352, 2, 12, 4, 8377/11019, 129.702/250.0, 59, 1845
13:28:13.076233, 3, 0, 0, 98/11016, 23.57/250.0, 46, 300
13:28:14.079666, 0, 67, 15, 8377/11019, 103.681/250.0, 53, 1875
13:28:14.082234, 1, 60, 11, 8377/11019, 91.91/250.0, 54, 1875
13:28:14.084667, 2, 62, 17, 8377/11019, 108.85300000000001/250.0, 60, 1845
13:28:14.087432, 3, 0, 0, 98/11016, 23.739/250.0, 46, 300
13:28:15.091987, 0, 68, 16, 8377/11019, 118.414/250.0, 53, 1875
13:28:15.094827, 1, 59, 11, 8377/11019, 104.013/250.0, 54, 1875
13:28:15.097810, 2, 63, 17, 8377/11019, 130.797/250.0, 60, 1845
13:28:15.104003, 3, 0, 0, 98/11016, 23.47/250.0, 46, 300
13:28:16.109367, 0, 68, 16, 8377/11019, 114.788/250.0, 53, 1875
13:28:16.112226, 1, 60, 12, 8377/11019, 103.811/250.0, 54, 1875
13:28:16.114701, 2, 63, 16, 8377/11019, 113.21300000000001/250.0, 60, 1845
13:28:16.117564, 3, 0, 0, 98/11016, 23.174/250.0, 46, 300
13:28:17.121772, 0, 66, 15, 8377/11019, 103.261/250.0, 54, 1875
